names,scores,logfoldchanges,pvals,pvals_adj
Nrt,6.0593715,5.3446717,1.366543233039775e-09,1.7918150892526475e-08
Ten-m,5.9854183,2.0404081,2.1583462911552693e-09,2.665285717716482e-08
CG41520,5.9293866,2.0466943,3.0406830720927257e-09,3.60667609102623e-08
Hk,5.8905487,3.3450086,3.849148474375031e-09,4.4985863006682636e-08
ko,5.6966434,2.957978,1.2218901698997006e-08,1.2921166187190318e-07
Buffy,5.6050916,1.6767836,2.081447102787583e-08,2.0707796863857966e-07
pigs,5.570664,2.1716704,2.5377074569393245e-08,2.481279318154802e-07
chas,5.477898,2.3373363,4.3040762589566786e-08,4.006566426320024e-07
CG32521,5.301227,1.4945946,1.1502693208572546e-07,9.940275271121486e-07
CG1648,5.141507,2.2775505,2.7254360246677055e-07,2.1888744016478575e-06
jbug,4.989514,2.3404753,6.053141811697046e-07,4.572783460419973e-06
CG32512,4.867175,3.0762916,1.132047275322971e-06,8.153813813842106e-06
mol,4.816079,3.7124643,1.4640641736089528e-06,1.0329437781006088e-05
emp,4.8122764,2.1952975,1.4922081129257616e-06,1.0500870354355559e-05
Mmp2,4.748518,3.6626248,2.0491288069127132e-06,1.4047386885631597e-05
Trim9,4.7456455,1.644987,2.078425459492763e-06,1.4211501917614177e-05
dpy,4.6485105,1.6679083,3.3434035586206977e-06,2.1901357138322743e-05
Pect,4.632814,1.4811143,3.607290597012912e-06,2.347540953526228e-05
Hil,4.544013,4.626313,5.519327249901008e-06,3.483610276127052e-05
CG5639,4.3616376,3.8480623,1.2909264330177592e-05,7.582644634972948e-05
bond,4.2333517,3.679445,2.30234087402517e-05,0.00013032952358724273
pyd,4.219273,1.0026097,2.4509138992887534e-05,0.0001370598765652668
tinc,4.2077837,4.0258393,2.578877909428728e-05,0.00014363393478756647
EbpIII,4.1193466,5.1454935,3.7994801199934145e-05,0.00020460123325458449
mfas,4.0779605,4.7780957,4.5432519107775694e-05,0.00024058377882820145
Octbeta2R,3.9353936,3.3439212,8.306048246548933e-05,0.00041682117272561766
ELOVL,3.6615877,1.5011144,0.000250657104478335,0.001155170755381047
Pzl,3.6009037,0.9791689,0.000317113042833075,0.0014315954100444946
CG33978,3.6007013,4.68889,0.00031735987934786196,0.0014318975508671391
sn,3.4276712,3.760691,0.0006087821203421774,0.002606399621196014
Ae2,3.4271452,2.7270365,0.000609962466904896,0.0026100490720946594
ovo,3.4026291,3.6239977,0.000667408282887725,0.0028421094293758177
CG17111,3.2034643,3.6425796,0.001357848362487274,0.005422536436044262
Mipp1,3.1804044,1.1917037,0.0014706961314393798,0.005826416381346951
CG44325,3.0824606,2.725921,0.0020529689414881228,0.007912629445667781
CG4928,3.070607,0.14271021,0.0021362411204722213,0.008205764033705796
l(2)41Ab,2.9981909,2.5182734,0.0027158753063331424,0.01016728671829985
grh,2.9979482,2.9452775,0.0027180393351037705,0.01017060416929521
btl,2.9755356,2.8653135,0.00292477471152729,0.010862474068616752
CG34398,2.9337444,1.8225455,0.0033489974026848367,0.012294589634671869
cib,2.8844287,1.9740812,0.0039212452475212755,0.014192446987276867
Phk-3,2.824028,4.132479,0.004742424567494389,0.016819148976918306
CG5191,2.819861,2.0833712,0.004804445452376299,0.01698737510238248
Ance,2.806106,4.1414623,0.00501441962731593,0.017651378068910876
CG9336,2.8053777,3.068747,0.005025763760034047,0.017683489728607858
kon,2.6841314,0.97867906,0.007271854608944335,0.024617903374133544
CG6836,2.6788316,3.2428756,0.0073879550621723696,0.024932150852196217
Ugt49C1,2.64319,3.1442728,0.008212896986698363,0.027453358722021114
unc-13,2.642583,0.66396487,0.008227629376489434,0.027491058861242403
wgn,2.633966,2.553863,0.008439396473649812,0.028127787493207226
Gagr,2.5688722,3.9307334,0.010203005962176348,0.03341799360204179
Dh31-R,2.5206084,-0.509371,0.011715217898929124,0.037793184914562294
18w,2.4549482,2.49137,0.014090485502347169,0.04430903757928926
cue,2.4543414,0.8243974,0.014114288988975753,0.04434884566255745
pio,2.4534514,0.9935469,0.014149264959537763,0.044441199610481874
CG6959,2.4209652,0.6422702,0.015479355303132459,0.048162700882576716
sty,2.4051874,0.6412692,0.01616417149822907,0.0499226390975573
Marf1,2.3236282,3.223516,0.020145426484104775,0.060319395815440636
mtg,2.308983,2.6987982,0.020944513312785597,0.06239343208043648
blow,2.3089428,3.607707,0.020946758451931936,0.06239343208043648
RapGAP1,2.2680821,0.55882186,0.023324195077208863,0.06845032028742823
pot,2.2343419,2.0013201,0.025460581073152154,0.07390254002961999
Lac,2.200642,2.315385,0.02776136683811722,0.07979513133426326
CG31997,2.1948166,3.1260846,0.028176763606260063,0.08081400415935994
CG42788,2.1789982,0.53959614,0.029331800551951316,0.08361454175966351
dpr21,2.1224003,1.4107094,0.033804133937077284,0.09443562723945177
Frq2,2.104357,0.566373,0.03534731903596773,0.09785367381122337
stw,2.0802047,1.421716,0.03750675443840088,0.10301786775700021
klg,2.0505505,3.8566153,0.04031073526144152,0.10961159615504375
CG43861,2.0401938,2.3169208,0.041331023517048225,0.11185094055497682
lute,2.0262365,1.360433,0.04274055179888025,0.11503414626703402
CG13917,2.0079505,0.9100206,0.0446485585318257,0.11941938782500598
Ptp10D,1.9701645,0.25214693,0.04881951191905277,0.1287030458309841
CG14830,1.9592415,1.2807605,0.050084514833753466,0.1316890167036154
CG17684,1.9479543,0.47020477,0.05142043679412458,0.13428273915934238
Bx,1.8906686,0.8999602,0.05866859335612978,0.14956544987874343
CG15279,1.8856521,-1.0745138,0.059341853638233896,0.15094337267711844
CG3097,1.8752954,1.914597,0.06075210124917522,0.154038220402098
haf,1.8268696,2.3017116,0.06771938073103854,0.16869438223422092
glec,1.691949,0.40557486,0.09065570372656027,0.21454913647329563
Piezo,1.6895621,0.702945,0.09111176778660232,0.21550031495202612
CG7646,1.6820778,1.3354023,0.0925537706145257,0.21839177596235104
fru,1.6730965,0.31692815,0.09430830139905373,0.2214158616032651
CG12581,1.6587751,0.9334127,0.09716112227777075,0.22724224866552376
LpR2,1.6240638,0.4224462,0.10436217640478289,0.24177997568331486
aru,1.6093379,1.9195123,0.10754247404862549,0.24802392087887867
CG15210,1.6080433,1.1252731,0.10782569172563441,0.24846111188312806
Ugt50B3,1.5857521,0.94041747,0.11279555831178155,0.2571583639654739
betaTub56D,1.5522141,0.5492155,0.1206110033730413,0.27163072321619575
bs,1.5424237,0.529196,0.12297065169357688,0.2760855900787527
CG32091,1.5386614,2.8394363,0.1238869913766657,0.277516623801543
CG17839,1.5249872,-0.5454632,0.12726227979047197,0.28350428223807167
apt,1.5236118,0.048831303,0.12760572880483548,0.284008388019487
luna,1.5159656,0.39905453,0.12952806009737017,0.28724263870575906
CG15431,1.5027364,1.8196179,0.13290701506038322,0.2930213110430997
Ku80,1.4827107,2.0222788,0.13815127229327687,0.3017414863288119
CG10283,1.4734464,1.1293699,0.14063071880588418,0.3061487666783458
Map205,1.4636561,0.4829855,0.1432879595948066,0.310489755081695
CG13024,1.4532589,2.4956963,0.14615190264901573,0.3149805018097796
CG8112,1.301104,1.6658771,0.19322286410296463,0.39002302191110716
CG3777,1.2970989,2.0018306,0.19459717892936934,0.39180342704246157
Tie,1.2791364,1.5130898,0.20084902725276021,0.4014458583387038
CG42673,1.2647746,0.7620539,0.2059521618327873,0.40866947295615913
CG7778,1.259232,1.6157271,0.20794652093615618,0.411293827070295
serp,1.2487944,2.531986,0.21174027025904352,0.41703558797122675
Sh3beta,1.2409055,0.3162564,0.21464065234315144,0.42194218740603584
grass,1.2152565,2.3377721,0.22426829748931576,0.43545742702030155
smal,1.2145687,0.77194387,0.22453063439739018,0.43565073602360516
CG5758,1.2099972,0.05591999,0.22627997777248,0.43803732087350244
ush,1.1395229,0.18215945,0.2544851231992107,0.4756749793656278
Rchy1,1.138107,1.6913791,0.25507583064973693,0.4762253192918734
CG10737,1.136246,0.28943938,0.2558536379498316,0.47722969403391374
Vdup1,1.1345468,1.9373755,0.2565652477173571,0.4782207977944837
Cont,1.106268,1.2322041,0.2686104935189423,0.4928240935724439
sprt,1.0959114,0.47452465,0.2731175592024797,0.49902264777147287
loh,1.080619,2.0120673,0.27986661523337086,0.5072781577413799
CG6398,1.0741866,1.0824829,0.28273908825193705,0.5103924707183414
ptc,1.0433186,0.27865428,0.29680074267182777,0.5275205696572304
CG1572,1.0380998,1.4690403,0.29922358625081735,0.5296976252158042
hoe1,1.0057755,2.3137262,0.3145235707209708,0.5470483171696255
Tsp42Eg,1.002539,0.3945802,0.31608332447307086,0.5488017407245138
Tsp42El,0.9055661,1.7667034,0.3651655546185165,0.6036038731482394
CG13012,0.8984863,1.0245838,0.3689263375924977,0.6078006046157503
CG32982,0.8982436,-0.049249653,0.36905570444550695,0.6078879039076551
snz,0.89561397,0.62524486,0.3704589865372674,0.6094781120456434
comm,0.87894607,0.45079392,0.3794305073448283,0.6183717947406736
CG42237,0.82869977,1.625798,0.4072743033723967,0.6445607835635127
brk,0.82372373,1.1475183,0.41009656435651676,0.6470752571459973
Tep4,0.82267183,1.0772594,0.4106946247490314,0.6475274402491167
Esyt2,0.81037325,0.25296426,0.4177256905071939,0.654114455448555
obst-E,0.8103328,1.2569005,0.41774893542467706,0.654114455448555
smo,0.7829441,1.2369254,0.4336599351516591,0.6706949139273631
asRNA:CR44029,0.7787771,0.44797313,0.4361110042108367,0.6734589605188299
Tl,0.73641974,0.76646936,0.46147528424916295,0.696009252397167
Tsf2,0.6987148,2.049303,0.48473027834321025,0.7170551581203479
GlcAT-P,0.67516947,-1.0359415,0.499568119308349,0.7287668856991003
CG9471,0.64272374,0.86484534,0.5204033577596676,0.742977451959025
CG33181,0.6226171,-1.4604818,0.5335361352056558,0.7520983321760909
Nrg,0.5961994,0.047195315,0.5510420156928975,0.7648663067491752
mt:srRNA,0.5825253,0.37377733,0.560212903033882,0.7707117682838281
CG32428,0.55372065,0.2634623,0.579770031918268,0.7842014410552263
slgA,0.5402084,0.54695857,0.5890533385480337,0.7899908579965282
AnxB10,0.53976333,1.9968331,0.5893602396063955,0.7900822211600643
CG6225,0.5198995,1.7149208,0.6031336350776739,0.7991244550662904
lncRNA:CR34335,0.5065895,-0.08882617,0.6124428950231473,0.8042291703496501
CG14253,0.5003188,1.5064735,0.616850617412966,0.8069877916402534
side-V,0.47555977,1.2372303,0.6343880514396708,0.8154758216061936
CG30377,0.46107653,-0.21807623,0.6447437034085092,0.821568225332745
Ctl1,0.4550486,0.819306,0.6490742843035715,0.8228999255105471
how,0.45225713,0.03911784,0.6510837583540148,0.8233199289386088
AdamTS-A,0.44076765,-0.21836221,0.659381226397719,0.8290703287360893
CAH9,0.43963486,0.6558262,0.6602015824096961,0.829160417179629
Fili,0.4315032,-0.03598986,0.6661025109081866,0.8318703725589608
CG33116,0.4315032,0.31037822,0.6661025109081866,0.8318703725589608
ogre,0.42393795,0.67095375,0.6716110610095014,0.8346896368792351
lncRNA:CR45962,0.40868607,0.85924464,0.6827700634055969,0.8380886697478632
CG43051,0.3818233,0.6130043,0.7025924290628234,0.8467494159465493
Pdfr,0.37425804,0.7926794,0.7082123434404455,0.8488948857594135
Ranbp21,0.3698888,0.7938392,0.711465346076448,0.8502331365499174
CG43255,0.367866,0.58719766,0.7129731508808439,0.8502749120545674
CR42530,0.35617423,0.46034294,0.7217100880328976,0.8544236339081783
CG13663,0.3369172,0.8166197,0.7361793209061198,0.8609629791096854
PGRP-SA,0.333883,0.69911385,0.7384678479350713,0.8624307559376716
Nckx30C,0.31426185,1.6633427,0.753322161458271,0.866137779356794
CG6418,0.31264362,0.98160577,0.7545514311869654,0.8665813376858591
asl,0.3032983,1.3071051,0.761662542910654,0.8678434941807679
aft,0.29577348,1.2618866,0.7674030691301839,0.8699171705941172
kl-2,0.29338658,0.59725535,0.7692266749469863,0.8700071893143712
Fst,0.29326522,0.24242389,0.7693194348767922,0.8700071893143712
kl-5,0.29221338,1.2586943,0.7701234924376106,0.870284378292055
CG9664,0.29148516,1.1814805,0.7706802925174776,0.8707899557277973
asRNA:CR45330,0.2780538,1.3290601,0.7809710737444638,0.8734312346796829
Fur2,0.27740648,0.41880518,0.7814680012757912,0.8734312346796829
CG1698,0.2761928,-0.19981566,0.7823999807708903,0.8740281294391177
DIP-lambda,0.2745341,-0.06809143,0.7836741911482021,0.8740341256307804
Mtl,0.27267313,0.32126272,0.7851044837250891,0.8740341256307804
crim,0.2722686,0.5803809,0.7854155131161553,0.8740341256307804
mRpS28,0.2550748,0.37840512,0.7986653277108452,0.8776146602823345
gammaSnap1,0.2520406,0.3646119,0.801009680183369,0.8785390603723806
CG17129,0.25147423,0.94111717,0.8014474918928861,0.8785390603723806
CG6583,0.247995,0.9490429,0.8041382698810677,0.8795824760626884
mbo,0.247995,0.94468004,0.8041382698810677,0.8795824760626884
Timp,0.23100351,-0.08647269,0.8173120784179904,0.8830900019234288
CG1806,0.23003256,0.4371703,0.8180664665669521,0.8830900019234288
CG30154,0.22675563,1.1424851,0.8206137667098743,0.8832483438211925
CG32104,0.22258867,0.31210375,0.823855657529744,0.8832483438211925
Sry-delta,0.21020915,0.7685453,0.8335044425631433,0.8855027051064241
A16,0.20693222,0.59422606,0.8360627991514602,0.8858125423917028
Fas1,0.20644674,-0.71970004,0.836441963171275,0.8859389343547275
Rtc1,0.19277263,0.6666087,0.8471370411527965,0.886858950790768
Sting,0.19273217,0.12508681,0.8471687262283407,0.886858950790768
CG42613,0.1871088,0.4010615,0.8515753332039586,0.8885275402425677
phr,0.1834273,0.6337171,0.8544627552206113,0.8907228642830184
CG43394,0.18180907,0.17726086,0.8557325710581799,0.8919297450303894
Best2,0.17343467,-0.91625535,0.8623097665042562,0.8973749256808806
Inos,0.17189735,0.359455,0.8635182261386836,0.8982620225382718
CG1218,0.17177598,0.9369791,0.8636136444858469,0.8982620225382718
CG10638,0.16574804,0.3057002,0.8683552308588922,0.9024861951431082
Eip78C,0.16473664,0.16361892,0.8691512679464475,0.9027241213083356
Pdrg1,0.16408935,0.5324866,0.8696608013430758,0.9030176539973307
Cyp6u1,0.15632181,0.18462765,0.8757793641898997,0.9074766253856804
CG33096,0.15450129,0.48248783,0.8772144909954256,0.9086088149183489
mip40,0.1528426,0.4946841,0.8785224025776486,0.9093718041508005
snoRNA:Or-ACA9,0.15166938,-0.17687863,0.8794477112131422,0.9099745623433956
spidey,0.15110299,0.018065628,0.8798944709456294,0.9103184835897914
qsm,0.14272861,0.16161196,0.8865045197660241,0.915966438117329
CG9149,0.13985623,0.24394466,0.888773578288009,0.917477160777466
Kank,0.13463742,-0.020135233,0.8928985541857174,0.9208129289266356
CG4291,0.13305964,0.20826608,0.8941462157639212,0.9218276853970271
AhcyL1,0.13018726,-0.044775207,0.896418270074089,0.9233328602976154
PKD,0.1246448,-0.3001809,0.900804760570341,0.9270112605869335
Acbp2,0.12403796,0.22566886,0.9012852197676287,0.9273857872179129
rdgA,0.12387613,0.39620855,0.9014133483354765,0.9273977300157779
PIG-L,0.12339067,0.4431487,0.9017977494368346,0.9276732955625909
CG14906,0.11829321,0.33039337,0.9058353342104962,0.9306897721670935
uzip,0.11707953,-0.071584776,0.9067970267467221,0.9310110340398815
CG10904,0.11266983,0.32857624,0.9102923162923209,0.9339972341588992
Qsox1,0.10279858,0.28566304,0.918122829991072,0.9409160223661897
CG8778,0.10243448,0.16807953,0.9184118170783881,0.9409160223661897
CG44142,0.10198946,-0.46828902,0.9187650381520746,0.9409922710915405
asRNA:CR43906,0.09054043,0.06486729,0.9278577686562782,0.9488397765302992
CG43291,0.088679455,-0.16137137,0.9293366611823485,0.9496857480837306
CG18547,0.08791079,0.111940295,0.9299475796144743,0.9500332057238093
mRpL2,0.08706122,0.062438987,0.9306228532659824,0.9504884515591493
GIIIspla2,0.085807085,0.21720326,0.9316197769478888,0.9512202443525654
ringer,0.07609765,0.08651966,0.939341407939863,0.9578754985001114
CG31441,0.07496489,0.21141814,0.9402426505433611,0.9585330514381551
CG5273,0.073589385,0.3077432,0.9413371193437922,0.9591732342667061
Spx,0.07108112,0.19502217,0.9433331991539019,0.9607233860276176
Eogt,0.06675233,0.06885472,0.9467788766029296,0.9632382818461865
CG9641,0.06529591,0.17257978,0.9479383970248036,0.9642946960532224
Slimp,0.06311129,0.35466257,0.9496778836544058,0.9655705513548053
CG11590,0.061331227,0.49556231,0.9510954208431992,0.9663945428942963
Rcd4,0.05938934,0.3430913,0.9526420014041825,0.967156915272921
CG14511,0.059106153,0.13267717,0.952867559444061,0.967156915272921
CBP,0.058944326,0.19376677,0.9529964514488442,0.967156915272921
CG18661,0.057568826,0.3454526,0.9540920827892012,0.967833148982826
fsd,0.05712381,0.04447431,0.9544465704278154,0.9679533983342133
Gbp2,0.057083353,0.20776086,0.954478797024685,0.9679533983342133
Ir93a,0.055788763,0.35598907,0.9555100871329734,0.9686362372722753
CG31259,0.055748306,0.3420477,0.9555423161580396,0.9686362372722753
CG15126,0.05550557,0.26329556,0.9557356918330416,0.9686362372722753
sds22,0.05522238,0.11216612,0.9559613000793541,0.9687415313638374
Mid1,0.0516218,0.24678479,0.9588300492427883,0.9707834069359307
CG43322,0.049963105,0.29085675,0.9601517895035839,0.9717507747531822
CG9672,0.049679913,0.21884747,0.9603774635228145,0.971855592139616
lncRNA:CR44763,0.04810213,0.28530708,0.9616348478199751,0.9728221887039074
CG32095,0.04802122,0.26977605,0.9616993316650764,0.9728221887039074
CG33267,0.044987023,0.005997005,0.9641176530238071,0.9748120992132366
CG14341,0.044784743,0.23820838,0.9642788864311863,0.9748120992132366
CG30283,0.044258814,0.24580778,0.9646981001096764,0.974994771012186
CG8861,0.044218358,0.24360213,0.9647303477213713,0.974994771012186
AgmNAT,0.04409699,0.215725,0.9648270909023718,0.974994771012186
sle,0.04211465,0.4110595,0.9664073017890551,0.9764676545561877
CG31029,0.04021322,0.17593361,0.9679231383143452,0.9772286107094666
Spn42Dd,0.038554527,0.21260922,0.9692455586423417,0.9778457854271008
CG15628,0.0383927,0.18319547,0.9693745798461499,0.9778520001261732
CG31729,0.037259936,0.054716546,0.9702777505284594,0.9782996387621767
rasp,0.036734007,0.21476854,0.9706970928022096,0.9785395609842674
mrn,0.03661264,0.18743108,0.9707938652508827,0.9785395609842674
Tasp1,0.03479212,0.19475044,0.9722455027860014,0.9795390773948711
CG7718,0.034751665,0.18743108,0.9722777624600429,0.9795390773948711
ab,0.03252659,0.10835861,0.9740521129160287,0.9808300565155204
geko,0.030827438,0.12428762,0.9754071583893953,0.9818218760112808
Akap200,0.030058775,-0.14925376,0.9760201787034313,0.9823146942717007
Yp1,0.02969467,-0.15477517,0.9763105617127632,0.9824827109207084
l(2)k10201,0.028926007,0.12428762,0.9769236027738155,0.9829753419060426
CG34236,0.028480994,0.015191347,0.977278527536172,0.9830838979601103
Cad99C,0.026943667,-0.4587524,0.9785046654310828,0.9838199383736721
snRNA:U12,0.02330263,0.10746986,0.9814088735594092,0.9862415687701185
sing,0.02330263,0.10746986,0.9814088735594092,0.9862415687701185
ZIPIC,0.021522569,0.11641765,0.982828800715225,0.9875437981179745
CG5078,0.017638797,0.07920629,0.9859270062792603,0.9900690545608947
CG31909,0.017476972,0.034608815,0.9860561031077542,0.9900690545608947
Snx21,0.017436517,-0.025335152,0.9860883773720582,0.9900690545608947
CG30440,0.016546486,0.36344883,0.9867984168531829,0.9906569878575281
Dronc,0.015535087,0.0038978346,0.987605292561738,0.9913419754696523
GluRIB,0.0138763925,0.06289609,0.9889285957877175,0.9921697584614199
Ublcp1,0.013390921,-0.03686856,0.989315909973247,0.9923729176700853
dar1,0.01331001,-0.63052267,0.9893804625847628,0.9923729176700853
CG4951,0.011651315,-0.010367388,0.9907038058358705,0.9931995957485443
CG2233,0.010923108,-0.6989897,0.9912847940935627,0.993531756226
PQBP1,0.008172103,0.028906891,0.9934796777547971,0.9951091432815393
CG6962,0.0081316475,0.022370405,0.9935119558645648,0.9951091432815393
HPS1,0.008091191,0.015862977,0.993544233984951,0.9951091432815393
Mvd,0.008010279,0.0029342643,0.9936087902573681,0.9951091432815393
GluRS-m,0.00760572,0.64098555,0.9939315722386121,0.9953071695328527
CG14207,0.0066752327,-0.0075078243,0.9946739744777593,0.9957394002745208
Blos2,0.00529973,-0.049739894,0.995771446916339,0.9966480062886245
Rh4,0.0041265073,-0.031533137,0.9967075327517718,0.997459481097869
asRNA:CR44093,0.00032364763,-0.057258602,0.9997417665462895,0.9997417665462895
CG5027,-0.0020632537,-0.06169991,0.9983537628718657,0.9984792157196758
lncRNA:CR43989,-0.003438756,-0.06777994,0.9972562749138729,0.9975069362874845
CG12935,-0.003438756,-0.0721246,0.9972562749138729,0.9975069362874845
Pof,-0.003479212,-0.1438801,0.9972239959247005,0.9975069362874845
dob,-0.0035196682,-0.08430263,0.9971917169400715,0.9975069362874845
CG42825,-0.0065943208,-0.5496653,0.9947385314213739,0.9957394002745208
kek2,-0.0069179684,-0.12241446,0.9944803038578113,0.9957313798470651
Art3,-0.008333927,-0.059604585,0.9933505654229696,0.9951091432815393
CG5188,-0.00910259,-0.09715308,0.9927372842823862,0.994862257064154
CG2911,-0.010963564,-0.08260688,0.9912525168440522,0.993531756226
Sh,-0.011772683,-0.4089511,0.990606974930518,0.9931995957485443
Pop4,-0.0127840815,-0.099669605,0.9898000562352643,0.9925436118906978
CG15097,-0.013067273,-0.15252608,0.9895741208347354,0.9924420901869531
Cdc23,-0.014645056,-0.099669605,0.9883153536997017,0.991679513375684
CG18870,-0.014685512,-0.10565788,0.9882830779883907,0.991679513375684
Adgf-A,-0.015130527,-0.18520622,0.9879280464411732,0.9915408980611976
mav,-0.017638797,-0.20504354,0.9859270062792603,0.9900690545608947
CG34310,-0.018528828,-0.1318312,0.9852169803999268,0.9896935437338151
CG31223,-0.0203898,-0.13599035,0.9837324193315649,0.9883269787250599
Uba5,-0.02390947,-0.09837694,0.980924820719622,0.9860041232770234
P5CDh1,-0.02560862,-0.15473789,0.9795695107001309,0.9847661659293092
CRMP,-0.027590962,-0.1297945,0.9779883904862006,0.9834250915830284
tgo,-0.02771233,-0.10532087,0.977891589954,0.9834250915830284
CG17726,-0.028035978,-0.1811687,0.9776334567970448,0.9833166539425856
CG10911,-0.028521448,-1.0425351,0.9772462614617405,0.9830838979601103
asRNA:CR45874,-0.031838838,-0.20044824,0.9746005749019421,0.9811340723051551
CG9813,-0.031919748,-0.22709017,0.9745360493340597,0.9811340723051551
CG11029,-0.033659354,-0.19882002,0.9731487906303196,0.9800444419368232
Rca1,-0.033740267,-0.20999384,0.9730842689141095,0.9800444419368232
alpha-Est10,-0.033983003,-0.24686977,0.9728907048240272,0.9800325426774373
wfs1,-0.03560124,-0.22091398,0.9716003189107827,0.9791044490011294
Brd8,-0.03592489,-0.26150277,0.9713422505407793,0.9789683388697051
CG3961,-0.03721948,-0.2980112,0.9703100073361758,0.9782996387621767
lncRNA:CR44474,-0.037462216,-0.2178705,0.9701164672202833,0.9782996387621767
MBD-R2,-0.037502673,-0.12253738,0.9700842107050983,0.9782996387621767
CG30156,-0.03932319,-0.22179304,0.9686327189746582,0.9773513958315548
nrm,-0.039363645,-0.567627,0.9686004647652626,0.9773513958315548
CG8043,-0.039363645,-0.22730382,0.9686004647652626,0.9773513958315548
CG12299,-0.0394041,-0.23279397,0.9685682106072317,0.9773513958315548
CG11695,-0.040091854,-0.1662587,0.968019897830561,0.9772286107094666
Cap-D3,-0.041265074,-0.23667689,0.9670845757745176,0.9765321160351923
CG14882,-0.04130553,-0.24213216,0.9670523240900726,0.9765321160351923
asRNA:CR45873,-0.041345987,-0.24756724,0.9670200724595218,0.9765321160351923
lncRNA:CR45156,-0.041588724,-0.27976188,0.9668265638109482,0.9765321160351923
elgi,-0.041669633,-0.15755351,0.9667620613616335,0.9765321160351923
scro,-0.04490611,-0.5648772,0.9641821462110621,0.9748120992132366
Scox,-0.0462007,-0.12683228,0.963150283621401,0.9740423262188983
Nplp2,-0.04672663,-0.8948136,0.9627311069753123,0.9737421375545191
vir-1,-0.048466235,-0.57999635,0.96134467362889,0.9727106861698875
CalpA,-0.050650857,-0.034517772,0.959603737357696,0.971319616638675
CG13344,-0.050934047,-0.17361131,0.9593780743612903,0.9712147155738374
asRNA:CR45146,-0.052188184,-0.51615703,0.9583787490368526,0.970449931753729
snoRNA:Psi28S-3342,-0.0526332,-0.2864185,0.9580241653687842,0.970214318891736
stai,-0.052795023,-0.05889889,0.9578952279085733,0.9702071925330026
Traf4,-0.05283548,-0.33422104,0.9578629937155096,0.9702071925330026
CG5359,-0.05392779,0.30659494,0.956992696719645,0.9695398260172676
CG8202,-0.054696452,-0.15893522,0.9563802961693798,0.9690427469397955
Sgs4,-0.055546027,-0.21374333,0.9557034623726371,0.9686362372722753
prod,-0.056961987,-0.19966392,0.9545754772616208,0.9679533983342133
bbg,-0.05789247,-1.2085671,0.9538342792975751,0.9676949686334481
MED25,-0.058539767,-0.3389799,0.9533186868323082,0.9672951846632256
Art7,-0.058863416,-0.20449266,0.9530608979124915,0.967156915272921
FASN3,-0.058863416,-0.40300992,0.9530608979124915,0.967156915272921
