names,scores,logfoldchanges,pvals,pvals_adj
cac,23.716219,3.4705431,2.4529477159676428e-124,2.1692234301540518e-122
CG34351,23.707817,11.709819,2.9947849252897307e-124,2.6192849692726336e-122
Pgant7,23.639898,4.6721907,1.4993977747882999e-123,1.297142053210878e-121
Jon99Ci,22.747915,11.189424,1.5048294844538382e-114,1.0236699031425725e-112
Frl,22.565207,1.9205091,9.522720457582199e-113,6.161896920479408e-111
SK,22.430353,3.779048,1.9905373938765613e-111,1.2281152804545387e-109
CG4928,22.179443,3.4656065,5.424649989053408e-109,3.295785439914204e-107
CG15515,22.0911,7.7230854,3.8490759134135745e-108,2.3033680597638076e-106
5-HT7,21.907675,3.4032118,2.195046012494045e-106,1.2845861186353018e-104
Lmpt,21.766632,1.7383211,4.8068830517986395e-105,2.6753833712772985e-103
CG8708,21.73626,8.853631,9.319298526723881e-105,5.150853956541345e-103
Eip93F,21.59446,1.7050893,2.0249597517053286e-103,1.0889631529609939e-101
CG31431,21.551926,4.885726,5.079011140713983e-103,2.713010044895476e-101
mtgo,21.516962,2.0178673,1.0801189581627848e-102,5.6931568132566914e-101
Drs,21.437967,3.5963454,5.914054643567823e-102,2.998086682048172e-100
CG13012,21.326248,8.097718,6.480246031762205e-101,3.1837208744935424e-99
CAH9,21.246077,9.708863,3.583907522744106e-100,1.6978761889000204e-98
CG4839,21.111593,2.140426,6.2238841312485135e-99,2.7829153820565684e-97
ASPP,21.031818,1.7569333,3.355368586928461e-98,1.4280951114098195e-96
CG18088,20.981445,7.649156,9.690363381210719e-98,4.08071969053207e-96
Rgl,20.938463,2.0631502,2.390469086137789e-97,9.961122228571028e-96
nvy,20.451351,3.1077356,5.843496661891784e-93,2.2041890963031616e-91
Lac,20.04703,7.7389426,2.1425892743393365e-89,7.28755044207982e-88
elB,19.890537,1.8359529,4.914508330981036e-88,1.616304620094135e-86
CG46385,19.818577,1.7769438,2.0584648545583947e-87,6.60617813606059e-86
sens,19.501282,10.565843,1.0706346448368513e-84,3.167725330206877e-83
CG18067,19.43628,3.8230088,3.808049482646275e-84,1.106141088773055e-82
trol,19.231241,1.7021958,2.02717056177118e-82,5.641346329068818e-81
Tl,19.081936,5.2027516,3.567940749962508e-81,9.561360413788417e-80
form3,18.875927,2.5373757,1.799396685141092e-79,4.575526586913083e-78
CAH1,18.815706,1.9857575,5.615556821060649e-79,1.4010726250414328e-77
D,18.773901,11.357915,1.2347808414414893e-78,3.071131474072754e-77
EAChm,18.553938,11.708734,7.578933980137108e-77,1.7846371463879066e-75
alpha-Man-Ic,18.475391,6.698251,3.2585171353735195e-76,7.495531179317295e-75
CG43759,18.406244,2.6740952,1.1706352254713911e-75,2.6394010650217572e-74
pot,18.284025,8.903213,1.1092844994436861e-74,2.4321750223339664e-73
CrebA,17.819906,1.6220253,4.95192033814793e-71,9.636267474650214e-70
slgA,17.721409,4.2345414,2.8663819082628247e-70,5.523858016431918e-69
lncRNA:CR45585,17.408731,4.546542,7.083575156045849e-68,1.2445513171516316e-66
lncRNA:CR44833,17.388245,3.3357446,1.0128908131510703e-67,1.7678942942695983e-66
RtGEF,17.104532,2.1143043,1.372987631324889e-65,2.290903261575428e-64
Tie,17.02119,8.484279,5.719610788317113e-65,9.424923864226895e-64
Ca-alpha1T,16.609453,4.1952763,5.953379062094281e-62,9.290773324550664e-61
mthl1,16.381447,2.1059601,2.594945095532448e-60,3.889485501947788e-59
Est-6,16.242704,6.2693896,2.5158077170032546e-59,3.674002499014478e-58
NAAT1,15.970579,1.502763,2.0487367297521366e-57,2.850681054562457e-56
Pgant9,15.886368,1.3505977,7.876145189734765e-57,1.0715596506854528e-55
hdly,15.827809,1.4468236,2.0006716520546144e-56,2.6988721489326568e-55
vri,15.823448,1.412753,2.144207028735845e-56,2.8827269833967215e-55
lncRNA:CR44442,15.689911,28.795717,1.7730385495940352e-55,2.309593095944178e-54
eyg,15.616249,29.144646,5.642872418587673e-55,7.267252682773348e-54
Shab,15.370442,2.5531833,2.583986031749077e-53,3.2438398780269567e-52
Tre1,15.354521,2.8297925,3.3034152142408534e-53,4.140453809471331e-52
Fkbp14,15.272866,1.5854985,1.1596160470832687e-52,1.4242876726444037e-51
CG32428,15.252789,1.7480704,1.577495919991114e-52,1.9286159796020392e-51
tim,15.109736,0.992367,1.3969662645629622e-51,1.664439296355781e-50
Octalpha2R,15.100939,0.023155242,1.5964528000552303e-51,1.8992777033840923e-50
Best2,15.059721,1.7478585,2.980416618364522e-51,3.529930932375481e-50
GLaz,15.037022,1.4833207,4.2002723295965864e-51,4.93067366832732e-50
luna,15.036561,1.3553839,4.229578846663217e-51,4.957764070779462e-50
ttk,14.984474,1.1176605,9.275730849311042e-51,1.0761740791496587e-49
qtc,14.921734,1.7674708,2.380084991441518e-50,2.741403248463537e-49
qsm,14.766916,5.0605783,2.3941878336185177e-49,2.7105748176059433e-48
mol,14.652229,5.780997,1.3036673482138983e-48,1.4532056616854923e-47
Clic,14.62146,1.0994831,2.04956188250144e-48,2.2656198642817996e-47
lncRNA:CR44754,14.573772,4.274463,4.1247142393940504e-48,4.509423163645226e-47
rut,14.544026,1.2031996,6.37312290217631e-48,6.929465188308914e-47
ec,14.170501,2.3032956,1.3950206434471599e-45,1.4513685361040451e-44
corto,14.152137,1.3501432,1.8116810308236493e-45,1.8774960057715397e-44
CG10600,14.142852,1.3650261,2.0673267998592237e-45,2.1340926070142104e-44
Timp,14.1358185,2.541703,2.2846210768667055e-45,2.3553496309303246e-44
jp,14.115254,1.7867842,3.059088991493495e-45,3.1456446102450555e-44
Cda5,14.021541,1.6791383,1.1508855143860022e-44,1.1639006110544082e-43
NUCB1,13.954401,1.6450669,2.957747860083071e-44,2.9536656484819525e-43
fz,13.824125,1.2259126,1.8231517942349436e-43,1.7717295641411375e-42
TRAM,13.803766,1.7326957,2.418788721649217e-43,2.341987765888822e-42
Vdup1,13.618129,7.6975446,3.124720635219524e-42,2.9224032356888586e-41
sage,13.520834,4.410164,1.1783225175331634e-41,1.0854477913248203e-40
ergic53,13.467647,1.7503674,2.424710992273366e-41,2.2181925043107727e-40
FucTA,13.088993,6.6121125,3.8061956085293694e-39,3.3622098610749444e-38
Pura,13.012608,1.827395,1.0374057306537921e-38,9.023729191555772e-38
Pvf1,12.953921,0.69427663,2.2325187389587473e-38,1.929274336956859e-37
CG30371,12.765266,1.9296917,2.5627369572571694e-37,2.124669108626022e-36
Hsc70-3,12.763808,1.059445,2.611168677822875e-37,2.162569355545501e-36
GstT4,12.699777,1.6240776,5.929898256651109e-37,4.8605623300397706e-36
CanA-14F,12.576943,1.4212188,2.8276139035894897e-36,2.2801397222562055e-35
vir-1,12.520776,4.6071978,5.7470400095389376e-36,4.6109567979758476e-35
SecCl,12.454775,0.26399714,1.3172265021461834e-35,1.047333239818329e-34
Thor,12.384349,1.09761,3.17652774640561e-35,2.510624064909856e-34
CG42540,12.304536,6.176964,8.562708751313941e-35,6.7143447243061735e-34
CG14830,12.197995,2.4983613,3.185706266920099e-34,2.468844808025031e-33
Buffy,12.175974,1.1552846,4.173838000332305e-34,3.215835105967552e-33
Eip75B,12.127083,1.0938165,7.590507911882982e-34,5.808928122180447e-33
CG32147,12.066812,1.1480744,1.5814427368519314e-33,1.1964546333274261e-32
Sp212,11.982126,9.250602,4.408703993512147e-33,3.291639313730129e-32
CG13950,11.962943,5.495406,5.5557136094897936e-33,4.136382097093477e-32
hwt,11.931522,1.6634601,8.107733217296624e-33,6.0307895959312e-32
CG8051,11.865482,2.0209625,1.7886844375279587e-32,1.3169416686665146e-31
GILT1,11.789135,3.8269653,4.4407688581890494e-32,3.236637302410865e-31
CG6836,11.763008,6.4444847,6.053803320163602e-32,4.39218054924176e-31
CG14142,11.728172,6.2375617,9.141073588500093e-32,6.595993172336558e-31
CG32276,11.720423,1.1647582,1.0017069928735844e-31,7.208486398083959e-31
lncRNA:CR43314,11.710333,1.228744,1.1283585941852823e-31,8.105240118339947e-31
yin,11.499221,3.4631362,1.3311161636085952e-30,9.293292584351587e-30
RhoGDI,11.234001,1.3806671,2.7761665912703955e-29,1.8836751832839794e-28
CG15890,11.212645,2.9286802,3.5347352052313714e-29,2.3821301861504223e-28
CRMP,11.198078,2.4283204,4.166749992366646e-29,2.7985791720882815e-28
csw,11.083902,0.9199487,1.5018052038879852e-28,9.977351934678192e-28
CG9336,11.014487,4.712144,3.253853150195569e-28,2.1456020896774263e-27
whd,10.979331,0.9805599,4.8046665080199045e-28,3.155143625192279e-27
l(1)G0320,10.745673,1.0865552,6.2107065971183146e-27,3.9608184139795404e-26
Ac76E,10.735852,1.0440367,6.907893337412837e-27,4.3983938457975016e-26
CG10283,10.691923,2.3453677,1.1104384359183637e-26,7.025420915321348e-26
svr,10.690414,0.998023,1.1286554908141945e-26,7.135003217942951e-26
lncRNA:alphagamma-element:CR32865,10.6214075,0.8689662,2.3696004691726013e-26,1.4850118215861995e-25
CG31705,10.613211,2.2911353,2.587040876951201e-26,1.6174594139555861e-25
eas,10.611036,1.0301939,2.6479539584051287e-26,1.6529463180350132e-25
CG43678,10.609873,7.5761814,2.681142426244116e-26,1.6723520823257775e-25
Prosap,10.575408,0.40492362,3.8748830672355816e-26,2.4093901821974993e-25
Pdcd4,10.435681,0.9524419,1.7038761849436293e-25,1.038372936904008e-24
CG13947,10.427995,5.008795,1.847451823988206e-25,1.1241490112478694e-24
ovo,10.414605,4.8601046,2.126772795934656e-25,1.2921362353315973e-24
CG5888,10.399567,2.0881665,2.490640429004634e-25,1.5120524160524699e-24
CG34211,10.2643795,6.3865666,1.019744208243295e-24,6.0749581986589714e-24
mgl,10.199798,1.1381549,1.986857953192581e-24,1.1757176542349259e-23
ome,10.198161,1.1177938,2.020625208216594e-24,1.193923981603257e-23
net,10.182457,1.6903461,2.37488903938786e-24,1.399092662064247e-23
Ate1,10.171394,1.0523734,2.660715348400509e-24,1.5628511777062472e-23
CG33298,10.109601,0.92395175,5.0087989134743884e-24,2.9226561988521006e-23
CG5004,10.056695,0.8366513,8.583162326523164e-24,4.964635825348682e-23
CG4619,9.787856,2.880196,1.269596775925689e-22,7.051445038096691e-22
Ero1L,9.721586,1.8037505,2.4395187406797685e-22,1.3381205828442645e-21
Rbcn-3B,9.672619,0.9258857,3.9415996789001533e-22,2.1516592485847956e-21
CG11523,9.656991,2.3418314,4.591503242070145e-22,2.499574165775396e-21
SF2,9.604904,0.74192256,7.622894913302543e-22,4.102137972614939e-21
lqfR,9.598612,1.1743555,8.102814993119948e-22,4.354510771792144e-21
CG31808,9.539171,1.2019342,1.4397822946746924e-21,7.675302935911505e-21
dnc,9.523914,1.3930005,1.6677550218570845e-21,8.872768862941534e-21
Hsp70Bb,9.498773,0.81211257,2.1237888937378936e-21,1.1231385917116209e-20
Evi5,9.394355,0.8230328,5.756962130760306e-21,2.9967077566200966e-20
dome,9.390915,1.214825,5.948147862871361e-21,3.0921821581053664e-20
CG1578,9.346641,0.79962295,9.047546873159418e-21,4.6759367249010267e-20
sm,9.288517,0.7633938,1.5645238625392695e-20,8.002599885572009e-20
CG31191,9.279808,1.4072117,1.6978355522646815e-20,8.673346059354685e-20
CG3655,9.228885,1.2573295,2.7346421361147327e-20,1.3801532505603777e-19
Pino,9.08834,0.7906421,1.0056305997019838e-19,5.002383714392556e-19
CG13893,9.054719,1.2580324,1.369202822341963e-19,6.793943430810276e-19
Spp,9.033694,1.8391436,1.6597171204031445e-19,8.184441487787254e-19
Nep2,9.02638,0.29890886,1.774454829243176e-19,8.739409644768834e-19
CG2064,9.008616,2.4441094,2.086726957981034e-19,1.0245687759760055e-18
Strn-Mlck,8.902178,1.4502026,5.476142252389656e-19,2.6414918901072284e-18
ine,8.785534,0.92607194,1.556230752782377e-18,7.407918996049604e-18
anchor,8.782196,1.3170979,1.603127051401754e-18,7.622035963026619e-18
CG6785,8.68049,3.7087157,3.940679370782515e-18,1.849284617456252e-17
CG31694,8.6052685,0.93335396,7.613859159439758e-18,3.5375776444822553e-17
bond,8.582045,6.4035125,9.320177951605828e-18,4.3052406452020187e-17
Sec63,8.507628,0.8889137,1.7752744749994314e-17,8.148448412064864e-17
CG31729,8.470529,1.0854207,2.442814412654678e-17,1.112263152764221e-16
CG9864,8.447305,0.16421258,2.9810424963987657e-17,1.3557781273621587e-16
CG5885,8.341289,1.381741,7.348529750533204e-17,3.2876305949687337e-16
CG12991,8.320086,0.8189256,8.790000225720842e-17,3.9237022880825675e-16
asRNA:CR44987,8.14794,2.8470566,3.701764800302568e-16,1.6188102222861614e-15
CG8034,8.110418,0.6380957,5.044572814488243e-16,2.193975684727428e-15
CG31145,8.053765,0.80197746,8.028492527795069e-16,3.46334807743745e-15
wol,8.012497,1.716716,1.1240240203755086e-15,4.825300527599068e-15
Tapdelta,8.00288,0.913389,1.2154210921146408e-15,5.209129694973526e-15
Tsen34,7.8319626,1.7849976,4.803130202402315e-15,2.0141260948851436e-14
CG2841,7.7828035,0.6649637,7.093471801820805e-15,2.9558608413974753e-14
aos,7.777637,0.99520713,7.389170281865972e-15,3.075858068690966e-14
CG6420,7.657592,0.6806756,1.8945201894115656e-14,7.7604149189535e-14
Sec23,7.6117578,1.0227135,2.7039274681340968e-14,1.101359197486145e-13
Agpat3,7.5889306,1.4105333,3.2255677704027405e-14,1.3064780602867895e-13
lncRNA:CR44317,7.58714,27.348234,3.27043458836362e-14,1.3233039597756e-13
Baldspot,7.512596,0.81513345,5.796614844210208e-14,2.3277122878440485e-13
CrzR,7.45414,7.4771743,9.045586824867863e-14,3.612334447522495e-13
Gk2,7.4150715,3.0829146,1.2155939373251957e-13,4.842298371957573e-13
MESR3,7.3410773,0.5353053,2.1188147427350547e-13,8.356613745009068e-13
Awh,7.294898,7.211336,2.988852036825448e-13,1.1729917830914073e-12
CR46407,7.286087,4.9900537,3.190873275107914e-13,1.2510423840681719e-12
toe,7.256047,7.978701,3.9856739357420483e-13,1.555761591690582e-12
CG44006,7.2410073,5.036847,4.4536373683152464e-13,1.7307861237510277e-12
Ndg,7.2358027,2.4541519,4.627840217102988e-13,1.7967307457523262e-12
Mal-B1,7.175262,2.8466084,7.216883451737915e-13,2.7788667340291275e-12
ncm,7.1643534,0.9634365,7.815452019984177e-13,3.004984667973626e-12
eIF2beta,7.0731335,0.5110237,1.5147380751789973e-12,5.734253591937085e-12
CG15414,7.0495515,4.013048,1.794955063314699e-12,6.780278760760175e-12
nahoda,6.973524,3.6720712,3.0909869402456404e-12,1.152819356017575e-11
CG32198,6.90077,4.59772,5.172126316912705e-12,1.914648993316661e-11
l(1)G0469,6.8657427,0.4888537,6.614614924290143e-12,2.4361740019632227e-11
CG14118,6.809192,2.543911,9.814826466294702e-12,3.5898990737701996e-11
Sytbeta,6.7966466,5.910862,1.0708223102388589e-11,3.911278002382321e-11
Indy,6.7776303,0.23515934,1.221629654844434e-11,4.4397033894551827e-11
lncRNA:CR45345,6.740595,5.40699,1.577394317147633e-11,5.6899850783138547e-11
blow,6.699928,5.7656493,2.0852284454245278e-11,7.465736930784442e-11
CG6770,6.6927023,0.6035985,2.190868516922267e-11,7.836909000532279e-11
CG31815,6.6442723,0.8338681,3.047190035636315e-11,1.0802933404734714e-10
CG17271,6.64284,0.81881744,3.076960509099715e-11,1.0898766663072823e-10
Nep3,6.6418424,0.8171418,3.097861481417423e-11,1.096791794065893e-10
CG14252,6.6191044,2.2934673,3.613813442401088e-11,1.2771909941416634e-10
RhoGEF64C,6.5867367,-0.17272581,4.495979758843385e-11,1.5854454098641783e-10
CG15611,6.5836806,0.87395287,4.589429743096568e-11,1.6176825210498486e-10
Picot,6.5708537,-0.45069978,5.002762344094184e-11,1.7587007728200357e-10
GM130,6.5539217,1.14922,5.6045365059414906e-11,1.965044319417988e-10
mtd,6.526068,1.0649574,6.751848902374754e-11,2.3610705366432627e-10
modSP,6.5247893,5.2011285,6.80970704397503e-11,2.3802275695911167e-10
kat80,6.497512,0.8778607,8.165930321967138e-11,2.844316824181026e-10
zormin,6.495389,0.8256557,8.281919279531988e-11,2.88219482054198e-10
CG3104,6.417635,1.0369021,1.3840758390143964e-10,4.756416063348697e-10
Trl,6.378758,0.80371165,1.7852977260268708e-10,6.095746289767424e-10
ReepA,6.368067,1.2316259,1.9142537663806515e-10,6.527654552966412e-10
ed,6.363028,0.5117013,1.9781424563056958e-10,6.742627755776031e-10
Sec61gamma,6.323947,0.9390046,2.549656398795747e-10,8.653609926658999e-10
lncRNA:CR44886,6.281374,0.4649625,3.3559385648871715e-10,1.135143010537059e-09
Pvf2,6.2605033,2.0046937,3.837372812324146e-10,1.2941377209020287e-09
Cyp6a15Psi,6.2501187,1.938746,4.1014024381842455e-10,1.382594748221449e-09
Ctr1A,6.216933,0.689487,5.069665230694283e-10,1.703227757327809e-09
CG6398,6.2157946,1.9291238,5.106553621944043e-10,1.7148970581034867e-09
Adat1,6.199835,2.246858,5.652249656010197e-10,1.893360901186244e-09
Sec24CD,6.1813684,1.0045453,6.354842419113593e-10,2.124241529345867e-09
peb,6.132465,0.95775753,8.652771568481248e-10,2.8706714845161426e-09
Arc1,6.119357,2.262901,9.39537679986837e-10,3.109264197511532e-09
spz,6.1150856,5.6367717,9.650518437111034e-10,3.1923722460917173e-09
Drep1,6.0931787,4.8992043,1.1069024023404132e-09,3.6525025788670594e-09
dpr1,6.08557,2.3174927,1.1607776589797791e-09,3.82393600489241e-09
Lk6,6.053266,0.50403136,1.4193810790202726e-09,4.660418320099979e-09
LysP,5.987252,4.615268,2.1341592834997645e-09,6.944306515688727e-09
asRNA:CR45136,5.9631076,4.5978775,2.4748558998042425e-09,8.033188461069317e-09
CG14301,5.789747,4.0957236,7.049252035224458e-09,2.242022096473049e-08
CG1572,5.785399,2.3639927,7.2340445254864965e-09,2.2984335480378054e-08
CG1648,5.7817926,1.316735,7.390880021336531e-09,2.3463906697174893e-08
Pgant1,5.729935,1.3771408,1.0046891208032017e-08,3.164353269676566e-08
CG11367,5.7143207,2.4870083,1.1014314587727281e-08,3.459468421614895e-08
Esyt2,5.7011356,1.6086828,1.1901181907096684e-08,3.729193181046555e-08
CG33181,5.6538696,-0.9416217,1.5687526825637162e-08,4.8906003135623255e-08
Ekar,5.64823,5.2962856,1.6210833229709818e-08,5.0478099246972e-08
garz,5.6223717,0.8129237,1.8835356973051704e-08,5.839914536366128e-08
GlcAT-S,5.5976257,0.6398839,2.173070240857353e-08,6.708869684632922e-08
B4,5.592536,0.5063792,2.2377660638772633e-08,6.903248101705092e-08
bbg,5.5098715,-0.27981296,3.590958158998865e-08,1.0962959719014946e-07
Sec61beta,5.5007405,0.7073624,3.781994834195062e-08,1.151526277175153e-07
sau,5.487709,0.6012393,4.071799814421591e-08,1.23834370359119e-07
cpo,5.4812126,0.51918316,4.224206903826028e-08,1.2831051692749404e-07
lncRNA:CR43650,5.469984,0.5721078,4.5007558030376494e-08,1.3651492163253298e-07
qin,5.454229,1.8011672,4.9185821916623765e-08,1.4896117071324525e-07
out,5.4361587,0.0323946,5.444145144554854e-08,1.6437766011195785e-07
lncRNA:CR42491,5.428089,0.45848706,5.696056003043482e-08,1.7185333483026184e-07
CG11168,5.3985095,1.2734932,6.719680287782109e-08,2.0197105517544487e-07
KdelR,5.3264594,0.588965,1.0014570005522717e-07,2.9930890977827755e-07
deltaCOP,5.2839503,0.6857886,1.2642745499416477e-07,3.75321191457873e-07
CG31997,5.257939,3.3543804,1.4567904263915765e-07,4.3118612880812785e-07
bmm,5.2523117,1.0502665,1.5020191178475814e-07,4.4424266662760683e-07
noc,5.195518,0.31318638,2.0415033154213152e-07,5.995691840383117e-07
Hsp70Bc,5.1487894,1.0160302,2.6217335056301936e-07,7.654577025425793e-07
bab2,5.1459627,0.44001833,2.661519845167014e-07,7.767890153166213e-07
Drip,5.1406302,0.019466398,2.738185921798765e-07,7.985790308390023e-07
Prip,5.1372027,-0.33174294,2.7885793440839706e-07,8.12382979486249e-07
CR33294,5.1315503,3.3096178,2.873653625336167e-07,8.36248965413183e-07
Ufl1,5.1239667,1.1067291,2.9917373254288256e-07,8.683894009149535e-07
CG2918,5.071304,0.70550007,3.95099309312163e-07,1.1385211451178514e-06
yellow-d,5.059628,3.1002722,4.2007519569244554e-07,1.207431737997896e-06
lncRNA:let7C,5.04253,0.50276184,4.594171112669004e-07,1.3167089623958447e-06
mbf1,4.9945602,0.5961072,5.896996510647343e-07,1.6804223139363481e-06
rgn,4.982143,0.41472843,6.288403191279512e-07,1.7881172204142062e-06
lncRNA:CR46002,4.9659142,2.6468606,6.83782043971946e-07,1.939494400560484e-06
lva,4.9584074,0.53647846,7.107343326744007e-07,2.0130727949308024e-06
twr,4.9212694,0.9874926,8.59845813069498e-07,2.4233402359136454e-06
Cpr73D,4.9124966,1.5989858,8.99238861628459e-07,2.52720413125032e-06
Mvl,4.886178,0.28332847,1.0281222110067336e-06,2.8833067926013363e-06
CaBP1,4.799958,1.3138229,1.58698719667939e-06,4.387228585748963e-06
rho,4.7861853,2.8423073,1.6998133187925264e-06,4.68449245300198e-06
cib,4.7848167,1.6621505,1.711434491536891e-06,4.714886506798932e-06
AnxB11,4.7621813,0.6255271,1.9151167941478337e-06,5.248765345944424e-06
CG12814,4.7244425,4.0575776,2.307476527419467e-06,6.28299886477302e-06
Sec22,4.7157207,0.6875534,2.4085674084822743e-06,6.547058744573231e-06
bru1,4.675923,1.9951599,2.926345112177403e-06,7.895179914515238e-06
Hex-A,4.672163,0.3043718,2.9804411224344764e-06,8.030240654521326e-06
Ance,4.5858536,3.5909092,4.521349824760997e-06,1.2067546363270547e-05
SsRbeta,4.5691266,0.8227146,4.897612210505019e-06,1.3049914825379795e-05
tou,4.5475397,0.31898865,5.4276727796030555e-06,1.4418841005627743e-05
Mgat2,4.513829,1.0402195,6.366751643883747e-06,1.6862887299058486e-05
CG18507,4.5080614,0.31797785,6.542260181482958e-06,1.7314628049903683e-05
sdt,4.4880476,0.41113257,7.187887272063252e-06,1.8949451738440353e-05
asRNA:CR43480,4.4797735,2.2441373,7.472230327235596e-06,1.966649509737702e-05
Nhe2,4.463468,0.39838243,8.064358421181357e-06,2.116894085560106e-05
Xbp1,4.4417276,0.3395016,8.923941387959814e-06,2.3363700495648737e-05
rst,4.3710713,1.2667346,1.2363828736682464e-05,3.209514446029215e-05
Stt3B,4.352656,0.8802917,1.3449802743102298e-05,3.4857368945734676e-05
Cad86C,4.3133574,2.066476,1.6079403180956072e-05,4.15102075631623e-05
Tango1,4.308191,0.37559044,1.6459549441306095e-05,4.243652543030619e-05
uzip,4.3006964,1.069599,1.7026204557609874e-05,4.384068653316628e-05
inaE,4.242701,1.6297756,2.2084568025850776e-05,5.628276558365236e-05
Gtp-bp,4.2399898,0.9237089,2.23529990086993e-05,5.694862967677264e-05
CG33978,4.2327385,3.9225035,2.3086268268529934e-05,5.876034830483842e-05
Gbs-70E,4.217559,0.18107441,2.4696144707246432e-05,6.275754014207355e-05
CG30154,4.1605096,3.1874664,3.175384798926316e-05,8.00028097963107e-05
PIG-S,4.145777,1.9675437,3.3866310549536435e-05,8.51364389335946e-05
Ocrl,4.1333594,0.6647518,3.5749881298007566e-05,8.972983451619117e-05
CG32687,4.133142,1.1528157,3.578372793352156e-05,8.978647245362487e-05
CG11241,4.095429,0.91439587,4.213874417893676e-05,0.00010503672562485364
stw,4.0422416,0.94352144,5.294261179786136e-05,0.00013098235850145433
Hsp68,4.0309625,1.8108549,5.5548952972389204e-05,0.00013730252071653592
plx,3.9701405,1.916065,7.183030132115922e-05,0.00017569064788417526
sano,3.9158149,2.5911455,9.009933016931858e-05,0.00021769901907031167
nrm,3.9015942,3.064961,9.556126008994423e-05,0.000230406564391356
CG9467,3.8622568,1.0478327,0.00011234434376636758,0.0002689168818154946
scb,3.835887,0.5244415,0.00012511189048837674,0.0002984014193578036
p24-1,3.8067038,0.6773526,0.00014083124844725515,0.0003339916288413897
Npc2a,3.7942224,1.488061,0.0001481069659302216,0.00035082837554721244
CG15449,3.7591307,1.2364199,0.0001705047480383213,0.0004019689838972154
CG30411,3.743938,0.4598288,0.0001811583642873586,0.0004259496074927879
CHOp24,3.7340908,0.6243926,0.00018839445133821036,0.0004425712627511264
CG15210,3.7158163,1.0931059,0.00020254880259867322,0.00047428241243978824
MFS14,3.713591,0.16551164,0.00020433895143922955,0.0004777713614879048
CG31659,3.7021964,3.0374238,0.00021374100034688223,0.0004984367482451906
P58IPK,3.6877456,0.933849,0.00022624976917805042,0.0005263994125597885
